Prabhadevi               ,400025,Mumbai  West      ,Mumbai         ,Mumbai
Cumballa Hill            ,400026,Mumbai  West      ,Mumbai         ,Mumbai
Cumballa Sea Face        ,400026,Mumbai  West      ,Mumbai         ,Mumbai
Dr Deshmukh Marg         ,400026,Mumbai  West      ,Mumbai         ,Mumbai
Gowalia Tank             ,400026,Mumbai  West      ,Mumbai         ,Mumbai
V J B Udyan              ,400027,Mumbai  East      ,Mumbai         ,Mumbai
Bhawani Shankar Rd       ,400028,Mumbai  West      ,Mumbai         ,Mumbai
Bhawani Shankar          ,400028,Mumbai  West      ,Mumbai         ,Mumbai
Gokhale Road             ,400028,Mumbai  West      ,Mumbai         ,Mumbai
Ranade Road              ,400028,Mumbai  West      ,Mumbai         ,Mumbai
S V S Marg               ,400028,Mumbai  West      ,Mumbai         ,Mumbai
Shivaji Park             ,400028,Mumbai  West      ,Mumbai         ,Mumbai
A I Staff Colony         ,400029,Mumbai  North     ,Mumbai         ,Mumbai
Santacruz P&t Colony     ,400029,Mumbai  North     ,Mumbai         ,Mumbai
Century Mill             ,400030,Mumbai  West      ,Mumbai         ,Mumbai
Worli Colony             ,400030,Mumbai  West      ,Mumbai         ,Mumbai
Worli Police Camp        ,400030,Mumbai  West      ,Mumbai         ,Mumbai
Worli Sea Face           ,400030,Mumbai  West      ,Mumbai         ,Mumbai
Kidwai Nagar             ,400031,Mumbai  East      ,Mumbai         ,Mumbai
Wadala Rs                ,400031,Mumbai  East      ,Mumbai         ,Mumbai
Wadala                   ,400031,Mumbai  East      ,Mumbai         ,Mumbai
High Court Building      ,400032,Mumbai  South     ,Mumbai         ,Mumbai
Mantralaya               ,400032,Mumbai  South     ,Mumbai         ,Mumbai
Secretariate             ,400032,Mumbai  South     ,Mumbai         ,Mumbai
Cotton Exchange          ,400033,Mumbai  East      ,Mumbai         ,Mumbai
Kalachowki               ,400033,Mumbai  East      ,Mumbai         ,Mumbai
L B S N E college        ,400033,Mumbai  East      ,Mumbai         ,Mumbai
Reay Road                ,400033,Mumbai  East      ,Mumbai         ,Mumbai
Tank Road                ,400033,Mumbai  East      ,NA             ,Mumbai
Haji Ali                 ,400034,Mumbai  West      ,Mumbai         ,Mumbai
Tulsiwadi                ,400034,Mumbai  West      ,Mumbai         ,Mumbai
Rajbhavan                ,400035,Mumbai  West      ,Mumbai         ,Mumbai
Antop Hill               ,400037,Mumbai  East      ,Mumbai         ,Mumbai
B P T Colony             ,400037,Mumbai  East      ,Mumbai         ,Mumbai
C G S Colony             ,400037,Mumbai  East      ,Mumbai         ,Mumbai
Wadala Truck Terminal    ,400037,Mumbai  East      ,NA             ,Mumbai
Bhandup East             ,400042,Mumbai  North East,NA             ,Mumbai
D.M. Colony              ,400043,Mumbai  North East,NA             ,Mumbai
Shivaji Nagar            ,400043,Mumbai  North East,NA             ,Mumbai
Juhu                     ,400049,Mumbai  North     ,Mumbai         ,Mumbai
Bandra West              ,400050,Mumbai  North     ,Mumbai         ,Mumbai
Audit Bhavan             ,400051,Mumbai  North     ,Bandra         ,Mumbai
B.N. Bhavan              ,400051,Mumbai  North     ,Mumbai         ,Mumbai
Bandra(East)             ,400051,Mumbai  North     ,Mumbai         ,Mumbai
Government Colony        ,400051,Mumbai  North     ,Mumbai         ,Mumbai
Kherwadi                 ,400051,Mumbai  North     ,Mumbai         ,Mumbai
Danda                    ,400052,Mumbai  North     ,Mumbai         ,Mumbai
Khar Colony              ,400052,Mumbai  North     ,Mumbai         ,Mumbai
Khar Delivery            ,400052,Mumbai  North     ,Mumbai         ,Mumbai
V.P. Road                ,400052,Mumbai  North     ,Mumbai         ,Mumbai
Andheri                  ,400053,Mumbai  North     ,Mumbai         ,Mumbai
Azad Nagar               ,400053,Mumbai  North     ,Mumbai         ,Mumbai
Santacruz Central        ,400054,Mumbai  North     ,Mumbai         ,Mumbai
Santacruz(West)          ,400054,Mumbai  North     ,Mumbai         ,Mumbai
Santacruz(East)          ,400055,Mumbai  North     ,Mumbai         ,Mumbai
Vakola                   ,400055,Mumbai  North     ,Mumbai         ,Mumbai
IRLA                     ,400056,Mumbai  North     ,Mumbai         ,Mumbai
Vileparle(West)          ,400056,Mumbai  North     ,Mumbai         ,Mumbai
Hanuman Road             ,400057,Mumbai  North     ,Mumbai         ,Mumbai
Vileeparle (East)        ,400057,Mumbai  North     ,Mumbai         ,Mumbai
Vileparle Railway Station,400057,Mumbai  North     ,Mumbai         ,Mumbai
Andheri Railway Station  ,400058,Mumbai  North     ,Mumbai         ,Mumbai
H.M.P. School            ,400058,Mumbai  North     ,Mumbai         ,Mumbai
J.B. Nagar               ,400059,Mumbai  North     ,Mumbai         ,Mumbai
Marol Bazar              ,400059,Mumbai  North     ,Mumbai         ,Mumbai
Marol Naka               ,400059,Mumbai  North     ,Mumbai         ,Mumbai
Jogeshwari East          ,400060,Mumbai  North West,Jogeshwari East,Mumbai
Madh                     ,400061,Mumbai  North     ,Mumbai         ,Mumbai
Vesava                   ,400061,Mumbai  North     ,Mumbai         ,Mumbai
Goregaon East            ,400063,Mumbai  North West,Goregaon East  ,Mumbai
Sharma Estate            ,400063,Mumbai  North West,Goregaon East  ,Mumbai
Liberty Garden           ,400064,Mumbai  North West,Malad West     ,Mumbai
Malad                    ,400064,Mumbai  North West,Malad West     ,Mumbai
Malad West Dely          ,400064,Mumbai  North West,Malad West     ,Mumbai
Orlem                    ,400064,Mumbai  North West,Malad West     ,Mumbai
Aareymilk Colony         ,400065,Mumbai  North West,Goregaon East  ,Mumbai
Nagari Niwara            ,400065,Mumbai  North West,Goregaon East  ,Mumbai
S R P F Camp             ,400065,Mumbai  North West,Jogeshwari East,Mumbai
Borivali East            ,400066,Mumbai  North West,Borivlai East  ,Mumbai
Daulat Nagar             ,400066,Mumbai  North West,Borivali East  ,Mumbai
Magthane                 ,400066,Mumbai  North West,Borivali East  ,Mumbai
Rajendra Nagar           ,400066,Mumbai  North West,Borivali East  ,Mumbai
S. K.Nagar               ,400066,Mumbai  North West,Borivali East  ,Mumbai
Charkop                  ,400067,Mumbai  North West,Kandivlai West ,Mumbai
Kandivali RS             ,400067,Mumbai  North West,Mumbai         ,Mumbai
Kandivali West           ,400067,Mumbai  North West,Kandivali West ,Mumbai
Dahisar RS               ,400068,Mumbai  North West,Dahisar West   ,Mumbai
Dahisar                  ,400068,Mumbai  North West,Dahisar East   ,Mumbai
Ketkipada                ,400068,Mumbai  North West,Dahisar East   ,Mumbai
Andheri East             ,400069,Mumbai  North     ,Mumbai         ,Mumbai
Nagardas Road            ,400069,Mumbai  North     ,Mumbai         ,Mumbai
Kurla North              ,400070,Mumbai  North East,NA             ,Mumbai
Kurla                    ,400070,Mumbai  North East,Mumbai         ,Mumbai
Netajinagar              ,400070,Mumbai  North East,Mumbai         ,Mumbai
Chembur                  ,400071,Mumbai  North East,NA             ,Mumbai
Sindhi Society           ,400071,Mumbai  North East,NA             ,Mumbai
Sakinaka                 ,400072,Mumbai  North East,NA             ,Mumbai
Vihar Road               ,400072,Mumbai  North East,NA             ,Mumbai
Chembur Extension        ,400074,Mumbai  North East,NA             ,Mumbai
FCI                      ,400074,Mumbai  North East,NA             ,Mumbai
Mahul Road               ,400074,Mumbai  North East,NA             ,Mumbai
Best Staff Colony        ,400075,Mumbai  North East,NA             ,Mumbai
Pant Nagar               ,400075,Mumbai  North East,NA             ,Mumbai
R.A.Nagar                ,400075,Mumbai  North East,NA             ,Mumbai
Powai Iit                ,400076,Mumbai  North East,NA             ,Mumbai
Rajawadi                 ,400077,Mumbai  North East,NA             ,Mumbai
Bhandup Ind. Estate      ,400078,Mumbai  North East,NA             ,Mumbai
Bhandup West             ,400078,Mumbai  North East,NA             ,Mumbai
J.M. Road                ,400078,Mumbai  North East,NA             ,Mumbai
P.H. Colony              ,400078,Mumbai  North East,NA             ,Mumbai
Usha Nagar               ,400078,Mumbai  North East,NA             ,Mumbai
Psm Colony               ,400079,Mumbai  North East,NA             ,Mumbai
Vikhroli                 ,400079,Mumbai  North East,NA             ,Mumbai
Mulund Dd Road           ,400080,Mumbai  North East,NA             ,Mumbai
Mulund West              ,400080,Mumbai  North East,NA             ,Mumbai
Nahur                    ,400080,Mumbai  North East,NA             ,Mumbai
Nehru Road               ,400080,Mumbai  North East,NA             ,Mumbai
S.B. Road                ,400080,Mumbai  North East,NA             ,Mumbai
Mhada Colony             ,400081,Mumbai  North East,NA             ,Mumbai
Mulund East              ,400081,Mumbai  North East,NA             ,Mumbai
Bhandup Complex          ,400082,Mumbai  North East,NA             ,Mumbai
Mulund Colony            ,400082,Mumbai  North East,NA             ,Mumbai
Kannamwar Nagar          ,400083,Mumbai  North East,NA             ,Mumbai
Tagore Nagar             ,400083,Mumbai  North East,NA             ,Mumbai
Barve Nagar              ,400084,Mumbai  North East,NA             ,Mumbai
BARC                     ,400085,Mumbai  North East,NA             ,Mumbai
Ghatkopar West           ,400086,Mumbai  North East,NA             ,Mumbai
Rifle Range              ,400086,Mumbai  North East,NA             ,Mumbai
Sahakar Bhavan           ,400086,Mumbai  North East,NA             ,Mumbai
NITIE                    ,400087,Mumbai  North East,Mumbai         ,Mumbai
Govandi                  ,400088,Mumbai  North East,NA             ,Mumbai
T.F.Donar                ,400088,Mumbai  North East,NA             ,Mumbai
Trombay                  ,400088,Mumbai  North East,NA             ,Mumbai
Chembur Rs               ,400089,Mumbai  North East,NA             ,Mumbai
Tilak Nagar              ,400089,Mumbai  North East,NA             ,Mumbai
Borivali                 ,400091,Mumbai  North West,Borivali West  ,Mumbai
Borivali West            ,400092,Mumbai  North West,Borivali West  ,Mumbai
Chakala Midc             ,400093,Mumbai  North     ,Mumbai         ,Mumbai
Anushakti Nagar          ,400094,Mumbai  North East,NA             ,Mumbai
Ins Hamla                ,400095,Mumbai  North West,Malad West     ,Mumbai
Kharodi                  ,400095,Mumbai  North West,Malad West     ,Mumbai
Seepz                    ,400096,Mumbai  North     ,Mumbai         ,Mumbai
Malad East               ,400097,Mumbai  North West,Malad East     ,Mumbai
Rani Sati Marg           ,400097,Mumbai  North West,Malad East     ,Mumbai
Vidyanagari              ,400098,Mumbai  North     ,Mumbai         ,Mumbai
Airport                  ,400099,Mumbai  North     ,Mumbai         ,Mumbai
International Airport    ,400099,Mumbai  North     ,Mumbai         ,Mumbai
Sahar P & T Colony       ,400099,Mumbai  North     ,Mumbai         ,Mumbai
Sahargaon                ,400099,Mumbai  North     ,Mumbai         ,Mumbai
Kandivali East           ,400101,Mumbai  North West,Kandivali East ,Mumbai
Jogeshwari West          ,400102,Mumbai  North West,Jogeshwari West,Mumbai
Oshiwara                 ,400102,Mumbai  North West,Jogeshwari West,Mumbai
Mandapeshwar             ,400103,Mumbai  North West,Borivali West  ,Mumbai
Bangur Nagar             ,400104,Mumbai  North West,Goregaon West  ,Mumbai
Goregaon RS              ,400104,Mumbai  North West,Goregaon West  ,Mumbai
Goregaon                 ,400104,Mumbai  North West,Goregaon West  ,Mumbai
Motilal Nagar            ,400104,Mumbai  North West,Goregaon West  ,Mumbai
Thane Bazar              ,400601,Thane Central     ,Thane          ,Thane
Thane                    ,400601,Thane Central     ,Thane          ,Thane
Thane R.S.               ,400601,Thane Central     ,Thane          ,Thane
Gokhale Road             ,400602,Thane Central     ,NA             ,Thane
Naupada                  ,400602,Thane Central     ,Thane          ,Thane
Kopri Colony             ,400603,Thane Central     ,Thane          ,Thane
Thane East               ,400603,Thane Central     ,Thane          ,Thane
Wagle I.E.               ,400604,Thane Central     ,Thane          ,Thane
Kalwa                    ,400605,Thane Central     ,Thane          ,Thane
Jekegram                 ,400606,Thane Central     ,Thane          ,Thane
Chitalsar Manpada        ,400607,Thane Central     ,Thane          ,Thane
Sandozbaugh              ,400607,Thane Central     ,Thane          ,Thane
Balkum                   ,400608,Thane Central     ,NA             ,Thane
Shrirangnagar            ,400608,Thane Central     ,Thane          ,Thane
Tapasenagar              ,400608,Thane Central     ,Thane          ,Thane
Apna Bazar               ,400610,Thane Central     ,NA             ,Thane
Dahisar                  ,400612,Thane Central     ,Thane          ,Thane
Dawale                   ,400612,Thane Central     ,Thane          ,Thane
Diwa                     ,400612,Thane Central     ,Thane          ,Thane
Kausa                    ,400612,Thane Central     ,Thane          ,Thane
Mumbra                   ,400612,Thane Central     ,Thane          ,Thane
Waklan                   ,400612,Thane Central     ,Thane          ,Thane
Belapur Node-- III       ,400614,New Mumbai        ,NA             ,Thane
Belapur Node- V          ,400614,New Mumbai        ,NA             ,Thane
Konkan Bhavan            ,400614,New Mumbai        ,NA             ,Thane
Kasarvadavali            ,400615,Thane Central     ,Thane          ,Thane
Ghansoli                 ,400701,New Mumbai        ,Rabale         ,Thane
K.U.Bazar                ,400703,New Mumbai        ,NA             ,Thane
Sanpada                  ,400703,New Mumbai        ,Thane          ,Thane
Turbhe Market            ,400703,New Mumbai        ,NA             ,Thane
Turbhe                   ,400703,New Mumbai        ,NA             ,Thane
Vashi                    ,400703,New Mumbai        ,NA             ,Thane
Vashi Sec-26             ,400703,New Mumbai        ,NA             ,Thane
Vashi-VII                ,400703,New Mumbai        ,NA             ,Thane
Darave                   ,400706,New Mumbai        ,Thane          ,Thane
Nerul Node-II            ,400706,New Mumbai        ,NA             ,Thane
Nerul Node-III           ,400706,New Mumbai        ,NA             ,Thane
Nerul Sec-48             ,400706,New Mumbai        ,NA             ,Thane
Airoli                   ,400708,New Mumbai        ,Thane          ,Thane
Airoli                   ,400708,New Mumbai        ,Digha          ,Thane
Kopar Khairne            ,400709,New Mumbai        ,NA             ,Thane
Millenium Business Park  ,400710,New Mumbai        ,NA             ,Thane
Bhayander West           ,401101,Thane West        ,Thane          ,Thane
Rai                      ,401101,Thane West        ,Vasai          ,Thane
Agarwadi                 ,401102,Thane West        ,Mokhada        ,Thane
Dahisar tymanor          ,401102,Thane West        ,Palghar        ,Thane
Datiware                 ,401102,Thane West        ,Palghar        ,Thane
Dhekale                  ,401102,Thane West        ,Palghar        ,Thane
Edwan                    ,401102,Thane West        ,Palghar        ,Thane
Navghar                  ,401102,Thane West        ,Palghar        ,Thane
Pargaon                  ,401102,Thane West        ,Palghar        ,Thane
Tandulwadi               ,401102,Thane West        ,Palghar        ,Thane
Tembhikhodave            ,401102,Thane West        ,Palghar        ,Thane
Umbarpada                ,401102,Thane West        ,Palghar        ,Thane
Usarani                  ,401102,Thane West        ,Palghar        ,Thane
Virathan Budruk          ,401102,Thane West        ,Palghar        ,Thane
Asangaon                 ,401103,Thane West        ,Dahanu         ,Thane
Bavada                   ,401103,Thane West        ,Dahanu         ,Thane
Chandigaon               ,401103,Thane West        ,Dahanu         ,Thane
Gowane                   ,401103,Thane West        ,Dahanu         ,Thane
Vangaon                  ,401103,Thane West        ,Palghar        ,Thane
Bhayander East           ,401105,Thane West        ,Thane          ,Thane
Dongri                   ,401106,Thane West        ,Vasai          ,Thane
Uttan                    ,401106,Thane West        ,Thane          ,Thane
Ghodbander               ,401107,Thane West        ,Vasai          ,Thane
Kashi                    ,401107,Thane West        ,Vasai          ,Thane
Mira Road                ,401107,Thane West        ,Thane          ,Thane
Mira                     ,401107,Thane West        ,Thane          ,Thane
Bassein                  ,401201,Thane West        ,Bassein        ,Thane
Bhuigaon                 ,401201,Thane West        ,Vasai          ,Thane
Girij                    ,401201,Thane West        ,Vasai          ,Thane
Holi Bazar               ,401201,Thane West        ,Vasai          ,Thane
Kaular Budruk            ,401201,Thane West        ,Vasai          ,Thane
Mulgaon                  ,401201,Thane West        ,Vasai          ,Thane
Saloli                   ,401201,Thane West        ,Vasai          ,Thane
Bassein Road             ,401202,Thane West        ,Bassein        ,Thane
Umela                    ,401202,Thane West        ,Vasai          ,Thane
Vasai Road E             ,401202,Thane West        ,Vasai          ,Thane
Gass                     ,401203,Thane West        ,Vasai          ,Thane
Nala                     ,401203,Thane West        ,Vasai          ,Thane
Sopara                   ,401203,Thane West        ,Vasai          ,Thane
Umrale                   ,401203,Thane West        ,Vasai          ,Thane
Kelthan                  ,401204,Thane West        ,Vada           ,Thane
Khaniwali                ,401204,Thane West        ,Vada           ,Thane
Vajreshwari              ,401204,Thane West        ,Bhiwandi       ,Thane
Vedhe                    ,401204,Thane West        ,Bhiwandi       ,Thane
Ganeshpuri               ,401206,Thane West        ,Bhiwandi       ,Thane
Naigaon                  ,401207,Thane West        ,Vasai          ,Thane
Papdi                    ,401207,Thane West        ,Vasai          ,Thane
Gokhiware                ,401208,Thane West        ,Vasai          ,Thane
Juchandra                ,401208,Thane West        ,Vasai          ,Thane
Kaman                    ,401208,Thane West        ,Vasai          ,Thane
Pelhar                   ,401208,Thane West        ,Vasai          ,Thane
Rajawali                 ,401208,Thane West        ,Vasai          ,Thane
Sasun Navghar            ,401208,Thane West        ,Vasai          ,Thane
Satiwai                  ,401208,Thane West        ,Vasai          ,Thane
Valiv                    ,401208,Thane West        ,Vasai          ,Thane
Vasai East IE            ,401208,Thane West        ,Vasai          ,Thane
Nallosapare E            ,401209,Thane West        ,Vasai          ,Thane
Agashi                   ,401301,Thane West        ,Vasai          ,Thane
Chikhal Dongre           ,401301,Thane West        ,Vasai          ,Thane
Kophrad                  ,401301,Thane West        ,Vasai          ,Thane
Vatar                    ,401301,Thane West        ,Vasai          ,Thane
Arnala                   ,401302,Thane West        ,Vasai          ,Thane
Bhatane                  ,401303,Thane West        ,Vasai          ,Thane
Bolinj                   ,401303,Thane West        ,Vasai          ,Thane
Chandansar               ,401303,Thane West        ,Vasai          ,Thane
Dahtsar T                ,401303,Thane West        ,Palghar        ,Thane
Khaniwade                ,401303,Thane West        ,Palghar        ,Thane
Mandvi                   ,401303,Thane West        ,Vasai          ,Thane
Parol                    ,401303,Thane West        ,Vasai          ,Thane
Saiwan                   ,401303,Thane West        ,Vasai          ,Thane
Tilher                   ,401303,Thane West        ,Vasai          ,Thane
Virar                    ,401303,Thane West        ,Vasai          ,Thane
Kalamb                   ,401304,Thane West        ,Vasai          ,Thane
Nirmal                   ,401304,Thane West        ,Vasai          ,Thane
Virar East               ,401305,Thane West        ,Vasai          ,Thane
Kelwa Road               ,401401,Thane West        ,Palghar        ,Thane
Kelwa                    ,401401,Thane West        ,Palghar        ,Thane
Kelwa-mahim              ,401402,Thane West        ,Palghar        ,Thane
Audhani                  ,401403,Thane West        ,Palghar        ,Thane
Bandhan                  ,401403,Thane West        ,Palghar        ,Thane
Bhopoli                  ,401403,Thane West        ,Vikramgad      ,Thane
Durves                   ,401403,Thane West        ,Palghar        ,Thane
Govade                   ,401403,Thane West        ,Palghar        ,Thane
Kev                      ,401403,Thane West        ,Vikramgad      ,Thane
Kondhan                  ,401403,Thane West        ,Palghar        ,Thane
Kurze                    ,401403,Thane West        ,Vikramgad      ,Thane
Manor                    ,401403,Thane West        ,Palghar        ,Thane
Maswan                   ,401403,Thane West        ,Palghar        ,Thane
Somta                    ,401403,Thane West        ,Palghar        ,Thane
Palghar                  ,401404,Thane West        ,Palghar        ,Thane
Dapoli                   ,401405,Thane West        ,Palghar        ,Thane
Katale                   ,401405,Thane West        ,Palghar        ,Thane
Kharekuran               ,401405,Thane West        ,Palghar        ,Thane
Nadore                   ,401405,Thane West        ,Palghar        ,Thane
Nihe                     ,401405,Thane West        ,Palghar        ,Thane
Satpati                  ,401405,Thane West        ,Palghar        ,Thane
Shirgaon                 ,401405,Thane West        ,Palghar        ,Thane
Tembhode                 ,401405,Thane West        ,Vasai          ,Thane
Veur                     ,401405,Thane West        ,Vasai          ,Thane
Akkarpatti               ,401501,Thane West        ,Dahanu         ,Thane
Bategaon                 ,401501,Thane West        ,Palghar        ,Thane
Boisar                   ,401501,Thane West        ,Palghar        ,Thane
Dandi                    ,401501,Thane West        ,Palghar        ,Thane
Kumbhawali               ,401501,Thane West        ,Palghar        ,Thane
Mahagaon                 ,401501,Thane West        ,Palghar        ,Thane
Murbe                    ,401501,Thane West        ,Palghar        ,Thane
Nanapur                  ,401501,Thane West        ,Palghar        ,Thane
Nandgaon Tarapur         ,401501,Thane West        ,Palghar        ,Thane
Sarawali                 ,401501,Thane West        ,Palghar        ,Thane
Shigaon                  ,401501,Thane West        ,Palghar        ,Thane
Umroli                   ,401501,Thane West        ,Palghar        ,Thane
Dahisar Tarapur          ,401502,Thane West        ,Palghar        ,Thane
Ghiwali                  ,401502,Thane West        ,Palghar        ,Thane
Kudan                    ,401502,Thane West        ,Palghar        ,Thane
Tarapur                  ,401502,Thane West        ,Palghar        ,Thane
Vengani                  ,401502,Thane West        ,Palghar        ,Thane
Chinchani                ,401503,Thane West        ,Dahanu         ,Thane
Tanashi                  ,401503,Thane West        ,Dahanu         ,Thane
Vadhavan                 ,401503,Thane West        ,Dahanu         ,Thane
Varor                    ,401503,Thane West        ,Dahanu         ,Thane
Parnali                  ,401504,Thane West        ,Palghar        ,Thane
Salwad                   ,401504,Thane West        ,Palghar        ,Thane
Tarapur App              ,401504,Thane West        ,Palghar        ,Thane
Tarapur Ti               ,401506,Thane West        ,Palghar        ,Thane
Badapokharan             ,401601,Thane West        ,Dahanu         ,Thane
Dahanu                   ,401601,Thane West        ,Dahanu         ,Thane
Narpad                   ,401601,Thane West        ,Dahanu         ,Thane
Agawan                   ,401602,Thane West        ,Mokhada        ,Thane
Ashagad                  ,401602,Thane West        ,Dahanu         ,Thane
Bapugaon                 ,401602,Thane West        ,Dahanu         ,Thane
Charoti                  ,401602,Thane West        ,Dahanu         ,Thane
Chikhale                 ,401602,Thane West        ,Dahanu         ,Thane
Dahanu Road              ,401602,Thane West        ,Dahanu         ,Thane
Ganjad                   ,401602,Thane West        ,Dahanu         ,Thane
Jamshet                  ,401602,Thane West        ,Mokhada        ,Thane
Kainad                   ,401602,Thane West        ,Dahanu         ,Thane
Karaj Gaon               ,401602,Thane West        ,Talasari       ,Thane
Nikane                   ,401602,Thane West        ,Dahanu         ,Thane
